id,user_id,loan_timestamp,loan_amount,loan_purpose,outcome,interest,webvisit_id,name,ssn,birthday,gender,city,zip_code,visit_timestamp,referrer,campaing_name
52195546,66159360,1518069898,170000,Buying a pet,ACCEPTED,6.7,97945933,Σπυρίδων Ξανθάκης,245-95-5892,1970-01-26,M,Ναύπλιο,24390,1553888236,Google,display1
52195546,66159360,1518069898,170000,Buying a pet,ACCEPTED,6.7,97945933,Σπυρίδων Ξανθάκης,245-95-5892,1970-01-26,M,Ναύπλιο,24390,1557812651,Twitter,display2
52195546,66159360,1518069898,170000,Buying a pet,ACCEPTED,6.7,97945933,Σπυρίδων Ξανθάκης,245-95-5892,1970-01-26,M,Ναύπλιο,24390,1563292308,Facebook,display1
52206634,91690446,1509823510,90000,home purchase,REJECTED,14.0,,Ευστρατία Ορφανίδου,011-14-3708,1995-05-12,M,Καλαμάτα,ΤΚ 73290,,,
52210052,52703444,1562145740,70000,Home purchase,REJECTED,6.7,,Λεμονιά Μαρτιάδου,936-43-3745,1989-06-04,M,Σέρρες,ΤΚ 15904,,,
52227812,39660442,1535360735,230000,Refinance existing loans,ACCEPTED,14.0,,Σοφία Μασαούτη,912-62-9797,1971-03-07,M,Πρέβεζα,ΤΚ 93838,,,
52230188,80038142,1547143918,60000,buying a pet,REJECTED,8.7,95161436,Νέαρχος Στοφοριάδης,855-12-5798,1985-09-07,M,Μυτιλήνη,43908,1509960882,Twitter,display1
52230188,80038142,1547143918,60000,buying a pet,REJECTED,8.7,95161436,Νέαρχος Στοφοριάδης,855-12-5798,1985-09-07,M,Μυτιλήνη,43908,1535034548,Facebook,display3
52230188,80038142,1547143918,60000,buying a pet,REJECTED,8.7,95161436,Νέαρχος Στοφοριάδης,855-12-5798,1985-09-07,M,Μυτιλήνη,43908,1549868522,Google,display1
52236267,57555805,1549885824,90000,Refinance existing loans,REJECTED,8.7,,Χρυσοβαλάντω Γκάβρου,467-26-1550,1990-12-29,F,Κομοτηνή,549 98,,,
52239229,41378951,1542715132,30000,Home purchase,REJECTED,14.0,,Ασημάκης Κατσαντώνης,614-98-0183,1984-12-07,M,Λάρισα,ΤΚ 78425,,,
52241802,82856711,1551787588,180000,Refinance existing loans,REJECTED,14.0,,Αναξαγόρας Κοττίκας,895-41-5997,1992-08-08,F,Ηγουμενίτσα,552 83,,,
52245303,83936239,1556948515,30000,Buying a pet,ACCEPTED,14.0,,Αριστείδης Σταμέλος,222-55-6041,1979-09-17,F,Βέροια,80466,,,
52248021,84221040,1529035469,260000,home purchase,ACCEPTED,8.7,13172398,Ευθύμιος Καλαπόδης,052-40-1024,1996-09-26,M,Πύργος,285 22,1518701869,Twitter,display3
52248021,84221040,1529035469,260000,home purchase,ACCEPTED,8.7,13172398,Ευθύμιος Καλαπόδης,052-40-1024,1996-09-26,M,Πύργος,285 22,1519146750,Twitter,display3
52248021,84221040,1529035469,260000,home purchase,ACCEPTED,8.7,13172398,Ευθύμιος Καλαπόδης,052-40-1024,1996-09-26,M,Πύργος,285 22,1522139255,Twitter,display2
52248021,84221040,1529035469,260000,home purchase,ACCEPTED,8.7,13172398,Ευθύμιος Καλαπόδης,052-40-1024,1996-09-26,M,Πύργος,285 22,1565798194,Google,display1
52252411,16010851,1567826395,90000,Home purchase,REJECTED,14.0,33433184,Αννίκα-Ερασμία Γκούνη,675-17-4747,1971-10-26,M,Αργοστόλι,10754,1524954210,Twitter,display1
52252411,16010851,1567826395,90000,Home purchase,REJECTED,14.0,33433184,Αννίκα-Ερασμία Γκούνη,675-17-4747,1971-10-26,M,Αργοστόλι,10754,1537120575,Facebook,display3
52252411,16010851,1567826395,90000,Home purchase,REJECTED,14.0,33433184,Αννίκα-Ερασμία Γκούνη,675-17-4747,1971-10-26,M,Αργοστόλι,10754,1544708549,Google,display3
52252411,16010851,1567826395,90000,Home purchase,REJECTED,14.0,33433184,Αννίκα-Ερασμία Γκούνη,675-17-4747,1971-10-26,M,Αργοστόλι,10754,1547478029,Google,display3
52252411,16010851,1567826395,90000,Home purchase,REJECTED,14.0,33433184,Αννίκα-Ερασμία Γκούνη,675-17-4747,1971-10-26,M,Αργοστόλι,10754,1567902596,Facebook,display2
52256482,48830069,1568166361,300000,home purchase,ACCEPTED,6.7,11885713,Διονυσία Αναστασίου,212-07-8688,1976-02-10,M,Άμφισσα,ΤΚ 27693,1508613789,Google,display2
52256482,48830069,1568166361,300000,home purchase,ACCEPTED,6.7,11885713,Διονυσία Αναστασίου,212-07-8688,1976-02-10,M,Άμφισσα,ΤΚ 27693,1530698829,Google,display3
52256482,48830069,1568166361,300000,home purchase,ACCEPTED,6.7,11885713,Διονυσία Αναστασίου,212-07-8688,1976-02-10,M,Άμφισσα,ΤΚ 27693,1531203441,Google,display2
52256482,48830069,1568166361,300000,home purchase,ACCEPTED,6.7,11885713,Διονυσία Αναστασίου,212-07-8688,1976-02-10,M,Άμφισσα,ΤΚ 27693,1538603630,Twitter,display3
52257121,42760736,1508119025,190000,Buying a pet,ACCEPTED,7.0,,Λουλουδένια Δούβαλη,027-07-3654,1987-11-15,F,Καβάλα,ΤΚ 99950,,,
52265478,8829035,1525783596,60000,Buying a pet,ACCEPTED,6.7,,Σοφία Φειζατίδου,658-61-4714,1979-09-14,F,Κιλκίς,ΤΚ 940 04,,,
52275627,59429450,1521589858,220000,Refinance existing loans,ACCEPTED,7.0,,Θρασύβουλος Μπαλταγιάννης,056-73-8183,1980-09-26,M,Φλώρινα,73620,,,
52283070,33781372,1522628175,290000,Refinance existing loans,REJECTED,14.0,,Κυδωνία Βραδή,948-27-8618,1970-12-26,F,Κόρινθος,ΤΚ 077 71,,,
52291143,74427028,1516891667,50000,home purchase,ACCEPTED,6.7,,Ισιδώρα-Μεταξία Νικολουδάκη,281-07-0715,1990-01-04,M,Κιλκίς,ΤΚ 96472,,,
52295055,4725479,1560027318,230000,Buying a pet,REJECTED,6.7,,Δανιήλ Σπηλιώτης,448-74-3683,1979-06-11,M,Σάμος,430 59,,,
52297127,82384341,1511379912,90000,Refinance existing loans,ACCEPTED,8.7,,Αντώνιος Νούσης,449-87-8497,1989-10-09,M,Καρπενήσι,792 87,,,
52302196,34036892,1549067416,100000,Home purchase,ACCEPTED,7.0,,Θαλασσινή Πλατάκη,455-29-1631,1980-10-12,F,Αργοστόλι,ΤΚ 100 52,,,
52303307,83936239,1528712508,210000,home purchase,REJECTED,7.0,,Αριστείδης Σταμέλος,222-55-6041,1979-09-17,F,Βέροια,80466,,,
52307053,26267609,1563414288,170000,Buying a pet,REJECTED,8.7,,Ραλλία Γαβριήλ,023-21-8178,1974-03-05,F,Καρδίτσα,722 78,,,
52308029,18890788,1525831283,90000,buying a pet,REJECTED,8.7,,Βικτόρια Λιόντη,518-00-4326,1984-08-14,F,Χαλκίδα,734 51,,,
52312064,60814931,1523252189,180000,Buying a pet,REJECTED,7.0,,Παναγιώτης Τάρναρης,975-70-4511,1989-10-21,F,Έδεσσα,ΤΚ 08291,,,
52315043,95399692,1558491687,30000,Refinance existing loans,REJECTED,8.7,,Πολύδωρος Πατμανίδης,536-32-6985,1989-02-25,F,Λιβαδιά,60742,,,
52330356,37430511,1509183019,280000,buying a pet,ACCEPTED,6.7,,Λεμονής-Νεκτάριος Γιασημάκης,862-04-5585,1992-09-04,M,Καβάλα,86655,,,
52341435,79551749,1509809949,190000,Refinance existing loans,REJECTED,8.7,,Εφραίμ Βουτσάς,972-17-7483,1993-08-02,M,Λευκάδα,ΤΚ 892 16,,,
52342726,79322588,1550761809,70000,Refinance existing loans,REJECTED,7.0,,Αγαθοκλής Γκαλίου,954-58-9142,1985-06-25,M,Κέρκυρα,ΤΚ 41387,,,
52360433,20400334,1549122958,40000,Refinance existing loans,REJECTED,14.0,,Αηδόνα Μαρτζούκου,529-89-9067,1994-10-13,F,Ξάνθη,19402,,,
52360552,23712630,1538152537,210000,Buying a pet,REJECTED,8.7,,Χαρίκλεια Πολίτου,282-29-1466,1986-05-31,F,Ρόδος,ΤΚ 55393,,,
52377783,95493331,1531486508,200000,Buying a pet,ACCEPTED,7.0,59688621,Σεβαστή Κασσωτάκη,630-81-8965,1993-11-09,M,Πρέβεζα,02990,1522228108,Facebook,display3
52377783,95493331,1531486508,200000,Buying a pet,ACCEPTED,7.0,59688621,Σεβαστή Κασσωτάκη,630-81-8965,1993-11-09,M,Πρέβεζα,02990,1545320663,Google,display3
52381664,73276436,1531854342,270000,Home purchase,REJECTED,7.0,,Τζανέτος Γενετζάκης,602-53-2883,1985-01-31,F,Ζάκυνθος,ΤΚ 364 67,,,
52382180,9342437,1506902898,260000,Home purchase,ACCEPTED,7.0,,Αφέντρα Πετράκη,608-50-9726,1990-04-27,M,Ζάκυνθος,67984,,,
52405705,41737875,1564754220,230000,Home purchase,ACCEPTED,14.0,72985646,Αντώνιος Μαντζώρος,368-84-4950,1976-06-10,M,Αγ. Νικόλαος,ΤΚ 99037,1517776871,Google,display2
52405705,41737875,1564754220,230000,Home purchase,ACCEPTED,14.0,72985646,Αντώνιος Μαντζώρος,368-84-4950,1976-06-10,M,Αγ. Νικόλαος,ΤΚ 99037,1531235013,Twitter,display1
52405705,41737875,1564754220,230000,Home purchase,ACCEPTED,14.0,72985646,Αντώνιος Μαντζώρος,368-84-4950,1976-06-10,M,Αγ. Νικόλαος,ΤΚ 99037,1531845379,Google,display3
52405705,41737875,1564754220,230000,Home purchase,ACCEPTED,14.0,72985646,Αντώνιος Μαντζώρος,368-84-4950,1976-06-10,M,Αγ. Νικόλαος,ΤΚ 99037,1531859986,Twitter,display1
52405705,41737875,1564754220,230000,Home purchase,ACCEPTED,14.0,72985646,Αντώνιος Μαντζώρος,368-84-4950,1976-06-10,M,Αγ. Νικόλαος,ΤΚ 99037,1559705199,Facebook,display1
52436285,86556945,1515600048,230000,Refinance existing loans,ACCEPTED,14.0,,Μεταξία Κουτσούμπη,449-82-2408,1975-09-23,F,Άμφισσα,32234,,,
52447952,96769613,1529341756,80000,Home purchase,REJECTED,14.0,,Μιράντα Τάντου,152-80-4110,1992-08-14,F,Άμφισσα,ΤΚ 289 06,,,
52477483,75429020,1541288511,90000,home purchase,ACCEPTED,14.0,,Αγγελής Ραδοβάλης,103-12-8820,1981-11-19,M,Κόρινθος,19972,,,
52477804,15643443,1552710896,90000,Buying a pet,REJECTED,7.0,,Ερμόλαος Ιακωβάκης,818-38-9524,1984-05-23,M,Γρεβενά,97107,,,
52479052,26950015,1549513717,250000,Refinance existing loans,REJECTED,7.0,7189459,Πέτρος Βιλδός,342-37-9039,1985-03-01,M,Κιλκίς,908 99,1509973920,Twitter,display3
52479052,26950015,1549513717,250000,Refinance existing loans,REJECTED,7.0,7189459,Πέτρος Βιλδός,342-37-9039,1985-03-01,M,Κιλκίς,908 99,1511314192,Twitter,display3
52479052,26950015,1549513717,250000,Refinance existing loans,REJECTED,7.0,7189459,Πέτρος Βιλδός,342-37-9039,1985-03-01,M,Κιλκίς,908 99,1525533193,Facebook,display2
52479052,26950015,1549513717,250000,Refinance existing loans,REJECTED,7.0,7189459,Πέτρος Βιλδός,342-37-9039,1985-03-01,M,Κιλκίς,908 99,1565105658,Google,display3
52479052,26950015,1549513717,250000,Refinance existing loans,REJECTED,7.0,7189459,Πέτρος Βιλδός,342-37-9039,1985-03-01,M,Κιλκίς,908 99,1566874927,Twitter,display1
52481714,73803058,1539848541,150000,buying a pet,ACCEPTED,7.0,,Δαμασκηνός Κοντοκώστας,379-58-1079,1970-06-01,M,Λάρισα,401 72,,,
52504593,62321960,1518453431,250000,home purchase,ACCEPTED,8.7,,Χριστοδούλα Μπρούζου,282-31-9746,1982-10-04,M,Τρίπολη,69851,,,
52514101,32865085,1517815648,250000,Refinance existing loans,REJECTED,14.0,28106127,Κώστας Καραντζόπουλος,257-44-5589,1972-10-08,F,Θεσσαλονίκη,ΤΚ 41095,1517823842,Google,display3
52514101,32865085,1517815648,250000,Refinance existing loans,REJECTED,14.0,28106127,Κώστας Καραντζόπουλος,257-44-5589,1972-10-08,F,Θεσσαλονίκη,ΤΚ 41095,1526737229,Google,display1
52514101,32865085,1517815648,250000,Refinance existing loans,REJECTED,14.0,28106127,Κώστας Καραντζόπουλος,257-44-5589,1972-10-08,F,Θεσσαλονίκη,ΤΚ 41095,1547247092,Google,display1
52514101,32865085,1517815648,250000,Refinance existing loans,REJECTED,14.0,28106127,Κώστας Καραντζόπουλος,257-44-5589,1972-10-08,F,Θεσσαλονίκη,ΤΚ 41095,1553454640,Twitter,display1
52518964,91049612,1536454293,170000,Home purchase,REJECTED,14.0,,Παυσανίας Λαγογιάννης,382-77-4583,1992-10-31,F,Πρέβεζα,244 50,,,
52520125,67563904,1526919330,210000,buying a pet,ACCEPTED,7.0,,Πέτρος-Νίκανδρος Πιάγκος,881-35-6919,1992-06-03,M,Άρτα,748 41,,,
52525103,42126077,1549421766,70000,Refinance existing loans,REJECTED,14.0,,Ειρηναίος Δουκατζής,364-51-5186,1978-11-09,F,Ρόδος,17846,,,
52530649,71607152,1531995740,240000,buying a pet,REJECTED,14.0,,Αδαμάντιος-Ορφέας Χατζόπουλος,880-91-7932,1986-11-24,M,Κομοτηνή,ΤΚ 66679,,,
52536922,20402819,1542949520,230000,Home purchase,REJECTED,7.0,,Φιλιππία Φραγκιαδάκη,495-32-2915,1992-01-23,F,Άμφισσα,755 25,,,
52541576,96604718,1549702291,120000,Buying a pet,REJECTED,8.7,,Μηνάς Παλλάς,871-63-8919,1974-06-22,F,Χαλκίδα,54490,,,
52554438,75242133,1542807267,210000,home purchase,REJECTED,8.7,19128763,Φιλίππα-Σαββούλα Καρκαλέτση,745-72-5298,1992-02-19,F,Ρέθυμνο,55560,1533199280,Google,display1
52554438,75242133,1542807267,210000,home purchase,REJECTED,8.7,19128763,Φιλίππα-Σαββούλα Καρκαλέτση,745-72-5298,1992-02-19,F,Ρέθυμνο,55560,1542792454,Facebook,display2
52554438,75242133,1542807267,210000,home purchase,REJECTED,8.7,19128763,Φιλίππα-Σαββούλα Καρκαλέτση,745-72-5298,1992-02-19,F,Ρέθυμνο,55560,1543641632,Google,display3
52557784,84990312,1567180725,150000,home purchase,ACCEPTED,7.0,,Μηλιά Μπελέκου,069-24-1454,1970-05-20,M,Σέρρες,43182,,,
52559873,84696204,1518732913,50000,Buying a pet,ACCEPTED,7.0,,Αγαμέμνων Κωστίδης,081-89-4865,1974-04-29,M,Μεσολόγγι,ΤΚ 04327,,,
52560536,2696633,1510821368,90000,buying a pet,ACCEPTED,6.7,,Βικτωρία Λιόντη,208-95-8205,1972-02-12,M,Καρδίτσα,ΤΚ 835 29,,,
52561743,11842545,1520093865,90000,Refinance existing loans,REJECTED,14.0,,Μαύρα-Κανέλλα Φιλίππου,190-09-1364,1979-10-13,F,Ερμούπολη,46249,,,
52565657,23842243,1566486474,70000,Buying a pet,ACCEPTED,8.7,9626167,Πλάτων-Νέαρχος Λιθοξοΐδης,689-05-8483,1977-11-30,M,Κέρκυρα,452 81,,,
52566665,63895435,1517165316,190000,Refinance existing loans,REJECTED,8.7,,Ιάκωβος Μπλανάς,325-83-7675,1991-05-21,F,Καστοριά,84173,,,
52567194,80504853,1550669822,230000,Buying a pet,ACCEPTED,7.0,65634575,Αντιγόνη Κουκουβά,138-38-8448,1975-10-26,M,Φλώρινα,227 12,,,
52567413,68058717,1558896552,240000,Refinance existing loans,REJECTED,8.7,,Αρτέμιος-Αβραάμ Νικητόπουλος,154-40-6636,1973-10-08,F,Κατερίνη,80299,,,
52572572,7959447,1532174677,70000,Refinance existing loans,REJECTED,7.0,,Αμφιτρίτη-Φρειδερίκη Κυριαννάκη,354-75-5105,1985-05-11,F,Λευκάδα,ΤΚ 59463,,,
52574260,59270354,1556541720,250000,Home purchase,ACCEPTED,7.0,,Νεόκλεια Ντριβαλά,165-94-9844,1982-04-08,F,Καβάλα,51591,,,
52584563,21993676,1508877193,270000,Refinance existing loans,ACCEPTED,14.0,,Οδυσσεύς Ζουκής,368-27-1971,1996-03-06,F,Σπάρτη,12720,,,
52599883,43373589,1536635193,190000,buying a pet,REJECTED,8.7,59926044,Δροσιά Ταυλαρίδου,983-56-9303,1971-02-21,F,Λευκάδα,ΤΚ 38377,1563378856,Google,display2
52607839,81570228,1530535462,220000,Buying a pet,ACCEPTED,14.0,25919562,Μηνάς Σαμανίδης,016-05-9161,1985-12-17,M,Πρέβεζα,568 75,1553182881,Facebook,display1
52612195,31947386,1540306538,170000,Refinance existing loans,ACCEPTED,8.7,67798084,Ζησούλα Καρακώστα,847-90-8914,1988-09-13,F,Γρεβενά,ΤΚ 293 09,1526462999,Facebook,display3
52612195,31947386,1540306538,170000,Refinance existing loans,ACCEPTED,8.7,67798084,Ζησούλα Καρακώστα,847-90-8914,1988-09-13,F,Γρεβενά,ΤΚ 293 09,1539434674,Facebook,display2
52612195,31947386,1540306538,170000,Refinance existing loans,ACCEPTED,8.7,67798084,Ζησούλα Καρακώστα,847-90-8914,1988-09-13,F,Γρεβενά,ΤΚ 293 09,1556353767,Facebook,display3
52615745,41015898,1526920382,70000,Home purchase,REJECTED,8.7,85695602,Αγόρω Σεμπέπου,080-66-3350,1995-12-05,M,Πρέβεζα,57498,1521795231,Twitter,display3
52615745,41015898,1526920382,70000,Home purchase,REJECTED,8.7,85695602,Αγόρω Σεμπέπου,080-66-3350,1995-12-05,M,Πρέβεζα,57498,1534577751,Facebook,display2
52615745,41015898,1526920382,70000,Home purchase,REJECTED,8.7,85695602,Αγόρω Σεμπέπου,080-66-3350,1995-12-05,M,Πρέβεζα,57498,1535577652,Google,display1
52622519,97216828,1529337742,70000,Home purchase,ACCEPTED,7.0,,Ιάκωβος Κατσαβός,074-63-1127,1982-01-26,F,Καρπενήσι,32476,,,
52626708,63866210,1550615230,190000,home purchase,REJECTED,6.7,,Μεταξία Μηλιάκη,166-00-1251,1975-08-23,F,Λαμία,756 48,,,
52627845,2135695,1515606514,30000,Refinance existing loans,ACCEPTED,14.0,60239916,Κλαίρη Πυροβόλου,754-51-4592,1987-01-04,F,Ηράκλειο,27910,,,
52637314,14772281,1542970606,60000,home purchase,ACCEPTED,8.7,,Ζηνόβιος Κουκουβίνος,650-16-1034,1982-06-18,F,Ιωάννινα,787 81,,,
52638567,19116430,1535366192,90000,Buying a pet,REJECTED,6.7,,Ασπασία-Λουκία Δαματοπούλου,305-13-0583,1987-01-28,F,Ρόδος,09476,,,
52644815,2956498,1532857694,70000,Refinance existing loans,ACCEPTED,14.0,63117354,Ιορδάνης Δουκατζής,549-00-2994,1985-11-11,M,Βόλος,82034,1508179190,Google,display2
52644815,2956498,1532857694,70000,Refinance existing loans,ACCEPTED,14.0,63117354,Ιορδάνης Δουκατζής,549-00-2994,1985-11-11,M,Βόλος,82034,1521763847,Facebook,display2
52644815,2956498,1532857694,70000,Refinance existing loans,ACCEPTED,14.0,63117354,Ιορδάνης Δουκατζής,549-00-2994,1985-11-11,M,Βόλος,82034,1537851125,Facebook,display1
52644815,2956498,1532857694,70000,Refinance existing loans,ACCEPTED,14.0,63117354,Ιορδάνης Δουκατζής,549-00-2994,1985-11-11,M,Βόλος,82034,1551320977,Google,display1
52646684,84595084,1518688329,210000,Refinance existing loans,ACCEPTED,7.0,3378292,Γρηγόριος Τζέκος,145-76-9064,1978-06-03,F,Θεσσαλονίκη,159 08,1527146414,Google,display2
52646684,84595084,1518688329,210000,Refinance existing loans,ACCEPTED,7.0,3378292,Γρηγόριος Τζέκος,145-76-9064,1978-06-03,F,Θεσσαλονίκη,159 08,1541072282,Google,display2
52646684,84595084,1518688329,210000,Refinance existing loans,ACCEPTED,7.0,3378292,Γρηγόριος Τζέκος,145-76-9064,1978-06-03,F,Θεσσαλονίκη,159 08,1551674043,Facebook,display2
52646684,84595084,1518688329,210000,Refinance existing loans,ACCEPTED,7.0,3378292,Γρηγόριος Τζέκος,145-76-9064,1978-06-03,F,Θεσσαλονίκη,159 08,1554394875,Facebook,display1
52655818,18239644,1528660331,80000,Refinance existing loans,REJECTED,6.7,,Ελπίς Μπλιατσίου,295-05-6362,1994-11-27,F,Καλαμάτα,58883,,,
52656235,17575341,1507740533,70000,Refinance existing loans,REJECTED,7.0,,Γιώργος Λιβανός,583-77-5067,1986-02-24,M,Μεσολόγγι,ΤΚ 37085,,,
52671555,18890788,1511066458,120000,Home purchase,REJECTED,8.7,,Βικτόρια Λιόντη,518-00-4326,1984-08-14,F,Χαλκίδα,734 51,,,
52672285,17000252,1541491009,300000,Home purchase,ACCEPTED,8.7,,Θεοπίστη Μυτάρη,974-93-8532,1981-12-01,M,Ρόδος,ΤΚ 22253,,,
52673122,63409226,1531349089,250000,buying a pet,REJECTED,6.7,,Αγαμέμνων Τσεντούρος,038-31-1621,1971-08-19,F,Λιβαδιά,ΤΚ 13024,,,
52682900,11061129,1522905854,260000,buying a pet,REJECTED,14.0,,Μακάριος Κωστάκης,211-65-8920,1992-06-18,F,Αγ. Νικόλαος,ΤΚ 176 07,,,
52692845,98198497,1534929658,150000,Refinance existing loans,REJECTED,14.0,45004973,Σπυριδούλα-Κλαίρη Βερβίτη,720-71-2180,1982-03-18,F,Κιλκίς,582 32,1508156895,Twitter,display3
52692845,98198497,1534929658,150000,Refinance existing loans,REJECTED,14.0,45004973,Σπυριδούλα-Κλαίρη Βερβίτη,720-71-2180,1982-03-18,F,Κιλκίς,582 32,1523238932,Facebook,display1
52709681,55203480,1551054304,260000,Refinance existing loans,REJECTED,6.7,,Αγάθη Κωνσταντοπούλου,879-12-7805,1986-04-16,M,Αγ. Νικόλαος,95343,,,
52709747,96956832,1556551924,50000,home purchase,REJECTED,8.7,,Θεόκλητος Φωκάς,567-00-5027,1992-09-10,M,Φλώρινα,25545,,,
52712227,30882708,1548828699,290000,Refinance existing loans,ACCEPTED,6.7,,Λαοκράτης Κουτχιάς,507-35-3225,1984-06-10,F,Πύργος,40793,,,
52716642,42240561,1563238771,170000,Refinance existing loans,REJECTED,7.0,,Καλλιόπη Κασμιρλή,468-15-5199,1973-07-11,M,Πολύγυρος,564 48,,,
52724726,12575404,1530265663,280000,buying a pet,ACCEPTED,8.7,,Πανωραία Χρυσάφη,588-43-1086,1972-08-05,F,Καστοριά,19535,,,
52728541,81791363,1543341792,90000,Buying a pet,REJECTED,7.0,,Αννίκα Μπαλαμπάνη,653-96-2745,1995-09-25,F,Τρίπολη,ΤΚ 03880,,,
52730433,68447124,1515841818,290000,Refinance existing loans,REJECTED,7.0,,Δωρόθεος Κολχούρης,220-27-5018,1974-08-23,M,Χίος,869 36,,,
52738253,70963197,1564698533,290000,Refinance existing loans,REJECTED,6.7,97457818,Κοραλία Πεμούση,563-00-5234,1988-03-24,F,Μεσολόγγι,320 10,1510312659,Google,display3
52738253,70963197,1564698533,290000,Refinance existing loans,REJECTED,6.7,97457818,Κοραλία Πεμούση,563-00-5234,1988-03-24,F,Μεσολόγγι,320 10,1521263526,Google,display2
52740922,98046280,1523227360,120000,Buying a pet,REJECTED,8.7,,Τριαντάφυλλος Πέτσας,131-77-9304,1994-11-13,F,Πύργος,080 71,,,
52744905,15750112,1537736018,230000,home purchase,REJECTED,6.7,55253590,Τιμοθέα Δρόσου,228-00-1675,1977-09-29,F,Καστοριά,ΤΚ 67722,1535694469,Twitter,display2
52764736,86587262,1526621092,70000,Refinance existing loans,REJECTED,8.7,,Νικήτας Βούκας,987-76-5649,1971-07-26,M,Ξάνθη,ΤΚ 77325,,,
52775416,82090447,1568538714,190000,Refinance existing loans,REJECTED,7.0,,Θεοχάρης Κακαβός,897-98-9024,1988-11-19,F,Άμφισσα,ΤΚ 91519,,,
52776788,89145292,1511708283,220000,Home purchase,REJECTED,7.0,,Νικητία Χριστοφόρη,233-61-9633,1992-02-14,F,Πάτρα,ΤΚ 61657,,,
52780064,86882261,1511909156,210000,Home purchase,REJECTED,14.0,,Χάρις-Βαρδής Σιτόπουλος,540-48-9504,1983-12-31,M,Λευκάδα,71609,,,
52781891,91313551,1543280741,60000,Buying a pet,REJECTED,6.7,,Βιργινία-Χριστοφόρα Λυμαξή,126-71-7046,1984-03-23,M,Πολύγυρος,ΤΚ 38575,,,
52783458,15855590,1511661260,100000,Buying a pet,REJECTED,8.7,4262508,Θεοτόκης Βαμβακάς,554-31-3122,1995-03-12,M,Λιβαδιά,64632,,,
52785091,84510827,1523649745,170000,Refinance existing loans,REJECTED,14.0,,Αριστέα-Νεκταρία Παπατζήκα,100-44-3743,1983-09-19,F,Ηγουμενίτσα,78434,,,
52790098,18193342,1526886210,290000,Buying a pet,REJECTED,8.7,,Φώτιος Σαμακίδης,687-87-9350,1980-06-01,M,Χανιά,13002,,,
52798264,4335165,1555500761,40000,Refinance existing loans,REJECTED,8.7,79153301,Χρυσούλα Ζεγλίνα,164-37-1599,1977-05-21,M,Ζάκυνθος,ΤΚ 74448,,,
52805006,14700847,1531528921,230000,Home purchase,ACCEPTED,14.0,31541095,Ισαάκ Κελλάρης,467-05-6383,1975-06-18,M,Καλαμάτα,ΤΚ 596 79,1510910754,Facebook,display1
52805006,14700847,1531528921,230000,Home purchase,ACCEPTED,14.0,31541095,Ισαάκ Κελλάρης,467-05-6383,1975-06-18,M,Καλαμάτα,ΤΚ 596 79,1545390528,Facebook,display2
52805006,14700847,1531528921,230000,Home purchase,ACCEPTED,14.0,31541095,Ισαάκ Κελλάρης,467-05-6383,1975-06-18,M,Καλαμάτα,ΤΚ 596 79,1549040737,Facebook,display3
52805006,14700847,1531528921,230000,Home purchase,ACCEPTED,14.0,31541095,Ισαάκ Κελλάρης,467-05-6383,1975-06-18,M,Καλαμάτα,ΤΚ 596 79,1562099200,Facebook,display1
52806757,29770061,1543127073,100000,home purchase,ACCEPTED,14.0,,Ερασμία Αρχάκη,107-93-4236,1992-06-05,M,Δράμα,03738,,,
52808476,22011831,1529331652,190000,Refinance existing loans,ACCEPTED,7.0,,Ματθίλδη Παλιούρα,469-34-8111,1978-12-06,F,Λάρισα,40805,,,
52809043,85236969,1539508559,230000,Buying a pet,ACCEPTED,7.0,,Νικολίτσα-Ίρις Σαββάκη,584-81-4331,1996-04-03,F,Ζάκυνθος,ΤΚ 309 92,,,
52811512,39658696,1566086762,260000,Buying a pet,REJECTED,14.0,11166427,Κρυστάλλης Κασούτσας,075-83-7266,1994-05-13,M,Μυτιλήνη,ΤΚ 50502,,,
52811803,55298851,1530103922,190000,Refinance existing loans,REJECTED,8.7,,Μαργαρίτα Πετρίδου,550-56-4915,1972-06-02,F,Χαλκίδα,121 09,,,
52813858,61244150,1542300469,40000,Home purchase,REJECTED,8.7,26415497,Αθανάσιος-Κίμων Μπαγανάς,507-47-1161,1996-09-03,M,Κομοτηνή,ΤΚ 25130,1515480083,Facebook,display2
52813858,61244150,1542300469,40000,Home purchase,REJECTED,8.7,26415497,Αθανάσιος-Κίμων Μπαγανάς,507-47-1161,1996-09-03,M,Κομοτηνή,ΤΚ 25130,1519257181,Facebook,display1
52813858,61244150,1542300469,40000,Home purchase,REJECTED,8.7,26415497,Αθανάσιος-Κίμων Μπαγανάς,507-47-1161,1996-09-03,M,Κομοτηνή,ΤΚ 25130,1537395653,Twitter,display1
52826689,26236455,1535855452,90000,buying a pet,REJECTED,14.0,,Ευρυδίκη Κουμάρα,080-35-7769,1976-03-08,M,Αλεξανδρούπολη,76264,,,
52842217,25758328,1515846445,180000,Refinance existing loans,ACCEPTED,6.7,81365520,Ιερόθεος-Ειρηναίος Λεμονής,865-05-1447,1986-09-05,F,Βόλος,117 46,1518375475,Facebook,display3
52842217,25758328,1515846445,180000,Refinance existing loans,ACCEPTED,6.7,81365520,Ιερόθεος-Ειρηναίος Λεμονής,865-05-1447,1986-09-05,F,Βόλος,117 46,1532011383,Facebook,display3
